+------------------+------------+-----------+----------------------+-------------------------+---------------------+
| department_name  | shift_date | slot      | staff_type           | subtype                 | number_of_personnel |
| Emergency        | 2026-05-24 | afternoon | nurse                | nurse                   |                   3 |
| Emergency        | 2026-05-24 | afternoon | nurse                | nursing assistant       |                   2 |
| Emergency        | 2026-05-24 | morning   | administrative staff | Billing Specialist      |                   1 |
| Emergency        | 2026-05-24 | morning   | administrative staff | IT Support Officer      |                   1 |
| Emergency        | 2026-05-24 | morning   | doctor               | Cardiology              |                   1 |
| Emergency        | 2026-05-24 | morning   | doctor               | Neurology               |                   1 |
| Emergency        | 2026-05-24 | morning   | doctor               | Oncology                |                   1 |
| Emergency        | 2026-05-24 | morning   | nurse                | nurse                   |                   6 |
| Emergency        | 2026-05-24 | night     | administrative staff | Billing Specialist      |                   1 |
| Emergency        | 2026-05-24 | night     | administrative staff | IT Support Officer      |                   1 |
| Emergency        | 2026-05-24 | night     | doctor               | Cardiology              |                   1 |
| Emergency        | 2026-05-24 | night     | doctor               | Neurology               |                   1 |
| Emergency        | 2026-05-24 | night     | doctor               | Oncology                |                   1 |
| Emergency        | 2026-05-24 | night     | nurse                | nurse                   |                   6 |
| Endocrinology    | 2026-05-18 | afternoon | administrative staff | Accountant              |                   1 |
| Endocrinology    | 2026-05-18 | afternoon | administrative staff | Appointment Scheduler   |                   1 |
| Endocrinology    | 2026-05-18 | afternoon | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-18 | afternoon | doctor               | Gastroenterology        |                   1 |
| Endocrinology    | 2026-05-18 | afternoon | nurse                | head nurse              |                   1 |
| Endocrinology    | 2026-05-18 | afternoon | nurse                | nurse                   |                   3 |
| Endocrinology    | 2026-05-18 | afternoon | nurse                | nursing assistant       |                   2 |
| Endocrinology    | 2026-05-18 | morning   | administrative staff | Department Secretary    |                   1 |
| Endocrinology    | 2026-05-18 | morning   | administrative staff | Procurement Officer     |                   1 |
| Endocrinology    | 2026-05-18 | morning   | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-18 | morning   | doctor               | Oncology                |                   1 |
| Endocrinology    | 2026-05-18 | morning   | nurse                | nurse                   |                   6 |
| Endocrinology    | 2026-05-18 | night     | administrative staff | Department Secretary    |                   1 |
| Endocrinology    | 2026-05-18 | night     | administrative staff | Procurement Officer     |                   1 |
| Endocrinology    | 2026-05-18 | night     | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-18 | night     | doctor               | Oncology                |                   1 |
| Endocrinology    | 2026-05-18 | night     | nurse                | nurse                   |                   6 |
| Endocrinology    | 2026-05-19 | afternoon | administrative staff | Department Secretary    |                   1 |
| Endocrinology    | 2026-05-19 | afternoon | administrative staff | Procurement Officer     |                   1 |
| Endocrinology    | 2026-05-19 | afternoon | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-19 | afternoon | doctor               | Oncology                |                   1 |
| Endocrinology    | 2026-05-19 | afternoon | nurse                | nurse                   |                   6 |
| Endocrinology    | 2026-05-19 | morning   | administrative staff | Accountant              |                   1 |
| Endocrinology    | 2026-05-19 | morning   | administrative staff | Appointment Scheduler   |                   1 |
| Endocrinology    | 2026-05-19 | morning   | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-19 | morning   | doctor               | Gastroenterology        |                   1 |
| Endocrinology    | 2026-05-19 | morning   | nurse                | head nurse              |                   1 |
| Endocrinology    | 2026-05-19 | morning   | nurse                | nurse                   |                   3 |
| Endocrinology    | 2026-05-19 | morning   | nurse                | nursing assistant       |                   2 |
| Endocrinology    | 2026-05-19 | night     | administrative staff | Accountant              |                   1 |
| Endocrinology    | 2026-05-19 | night     | administrative staff | Appointment Scheduler   |                   1 |
| Endocrinology    | 2026-05-19 | night     | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-19 | night     | doctor               | Gastroenterology        |                   1 |
| Endocrinology    | 2026-05-19 | night     | nurse                | head nurse              |                   1 |
| Endocrinology    | 2026-05-19 | night     | nurse                | nurse                   |                   3 |
| Endocrinology    | 2026-05-19 | night     | nurse                | nursing assistant       |                   2 |
| Endocrinology    | 2026-05-20 | afternoon | administrative staff | Accountant              |                   1 |
| Endocrinology    | 2026-05-20 | afternoon | administrative staff | Appointment Scheduler   |                   1 |
| Endocrinology    | 2026-05-20 | afternoon | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-20 | afternoon | doctor               | Gastroenterology        |                   1 |
| Endocrinology    | 2026-05-20 | afternoon | nurse                | head nurse              |                   1 |
| Endocrinology    | 2026-05-20 | afternoon | nurse                | nurse                   |                   3 |
| Endocrinology    | 2026-05-20 | afternoon | nurse                | nursing assistant       |                   2 |
| Endocrinology    | 2026-05-20 | morning   | administrative staff | Department Secretary    |                   1 |
| Endocrinology    | 2026-05-20 | morning   | administrative staff | Procurement Officer     |                   1 |
| Endocrinology    | 2026-05-20 | morning   | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-20 | morning   | doctor               | Oncology                |                   1 |
| Endocrinology    | 2026-05-20 | morning   | nurse                | nurse                   |                   6 |
| Endocrinology    | 2026-05-20 | night     | administrative staff | Department Secretary    |                   1 |
| Endocrinology    | 2026-05-20 | night     | administrative staff | Procurement Officer     |                   1 |
| Endocrinology    | 2026-05-20 | night     | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-20 | night     | doctor               | Oncology                |                   1 |
| Endocrinology    | 2026-05-20 | night     | nurse                | nurse                   |                   6 |
| Endocrinology    | 2026-05-21 | afternoon | administrative staff | Department Secretary    |                   1 |
| Endocrinology    | 2026-05-21 | afternoon | administrative staff | Procurement Officer     |                   1 |
| Endocrinology    | 2026-05-21 | afternoon | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-21 | afternoon | doctor               | Oncology                |                   1 |
| Endocrinology    | 2026-05-21 | afternoon | nurse                | nurse                   |                   6 |
| Endocrinology    | 2026-05-21 | morning   | administrative staff | Accountant              |                   1 |
| Endocrinology    | 2026-05-21 | morning   | administrative staff | Appointment Scheduler   |                   1 |
| Endocrinology    | 2026-05-21 | morning   | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-21 | morning   | doctor               | Gastroenterology        |                   1 |
| Endocrinology    | 2026-05-21 | morning   | nurse                | head nurse              |                   1 |
| Endocrinology    | 2026-05-21 | morning   | nurse                | nurse                   |                   3 |
| Endocrinology    | 2026-05-21 | morning   | nurse                | nursing assistant       |                   2 |
| Endocrinology    | 2026-05-21 | night     | administrative staff | Accountant              |                   1 |
| Endocrinology    | 2026-05-21 | night     | administrative staff | Appointment Scheduler   |                   1 |
| Endocrinology    | 2026-05-21 | night     | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-21 | night     | doctor               | Gastroenterology        |                   1 |
| Endocrinology    | 2026-05-21 | night     | nurse                | head nurse              |                   1 |
| Endocrinology    | 2026-05-21 | night     | nurse                | nurse                   |                   3 |
| Endocrinology    | 2026-05-21 | night     | nurse                | nursing assistant       |                   2 |
| Endocrinology    | 2026-05-22 | afternoon | administrative staff | Accountant              |                   1 |
| Endocrinology    | 2026-05-22 | afternoon | administrative staff | Appointment Scheduler   |                   1 |
| Endocrinology    | 2026-05-22 | afternoon | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-22 | afternoon | doctor               | Gastroenterology        |                   1 |
| Endocrinology    | 2026-05-22 | afternoon | nurse                | head nurse              |                   1 |
| Endocrinology    | 2026-05-22 | afternoon | nurse                | nurse                   |                   3 |
| Endocrinology    | 2026-05-22 | afternoon | nurse                | nursing assistant       |                   2 |
| Endocrinology    | 2026-05-22 | morning   | administrative staff | Department Secretary    |                   1 |
| Endocrinology    | 2026-05-22 | morning   | administrative staff | Procurement Officer     |                   1 |
| Endocrinology    | 2026-05-22 | morning   | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-22 | morning   | doctor               | Oncology                |                   1 |
| Endocrinology    | 2026-05-22 | morning   | nurse                | nurse                   |                   6 |
| Endocrinology    | 2026-05-22 | night     | administrative staff | Department Secretary    |                   1 |
| Endocrinology    | 2026-05-22 | night     | administrative staff | Procurement Officer     |                   1 |
| Endocrinology    | 2026-05-22 | night     | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-22 | night     | doctor               | Oncology                |                   1 |
| Endocrinology    | 2026-05-22 | night     | nurse                | nurse                   |                   6 |
| Endocrinology    | 2026-05-23 | afternoon | administrative staff | Department Secretary    |                   1 |
| Endocrinology    | 2026-05-23 | afternoon | administrative staff | Procurement Officer     |                   1 |
| Endocrinology    | 2026-05-23 | afternoon | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-23 | afternoon | doctor               | Oncology                |                   1 |
| Endocrinology    | 2026-05-23 | afternoon | nurse                | nurse                   |                   6 |
| Endocrinology    | 2026-05-23 | morning   | administrative staff | Accountant              |                   1 |
| Endocrinology    | 2026-05-23 | morning   | administrative staff | Appointment Scheduler   |                   1 |
| Endocrinology    | 2026-05-23 | morning   | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-23 | morning   | doctor               | Gastroenterology        |                   1 |
| Endocrinology    | 2026-05-23 | morning   | nurse                | head nurse              |                   1 |
| Endocrinology    | 2026-05-23 | morning   | nurse                | nurse                   |                   3 |
| Endocrinology    | 2026-05-23 | morning   | nurse                | nursing assistant       |                   2 |
| Endocrinology    | 2026-05-23 | night     | administrative staff | Accountant              |                   1 |
| Endocrinology    | 2026-05-23 | night     | administrative staff | Appointment Scheduler   |                   1 |
| Endocrinology    | 2026-05-23 | night     | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-23 | night     | doctor               | Gastroenterology        |                   1 |
| Endocrinology    | 2026-05-23 | night     | nurse                | head nurse              |                   1 |
| Endocrinology    | 2026-05-23 | night     | nurse                | nurse                   |                   3 |
| Endocrinology    | 2026-05-23 | night     | nurse                | nursing assistant       |                   2 |
| Endocrinology    | 2026-05-24 | afternoon | administrative staff | Accountant              |                   1 |
| Endocrinology    | 2026-05-24 | afternoon | administrative staff | Appointment Scheduler   |                   1 |
| Endocrinology    | 2026-05-24 | afternoon | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-24 | afternoon | doctor               | Gastroenterology        |                   1 |
| Endocrinology    | 2026-05-24 | afternoon | nurse                | head nurse              |                   1 |
| Endocrinology    | 2026-05-24 | afternoon | nurse                | nurse                   |                   3 |
| Endocrinology    | 2026-05-24 | afternoon | nurse                | nursing assistant       |                   2 |
| Endocrinology    | 2026-05-24 | morning   | administrative staff | Department Secretary    |                   1 |
| Endocrinology    | 2026-05-24 | morning   | administrative staff | Procurement Officer     |                   1 |
| Endocrinology    | 2026-05-24 | morning   | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-24 | morning   | doctor               | Oncology                |                   1 |
| Endocrinology    | 2026-05-24 | morning   | nurse                | nurse                   |                   6 |
| Endocrinology    | 2026-05-24 | night     | administrative staff | Department Secretary    |                   1 |
| Endocrinology    | 2026-05-24 | night     | administrative staff | Procurement Officer     |                   1 |
| Endocrinology    | 2026-05-24 | night     | doctor               | Endocrinology           |                   2 |
| Endocrinology    | 2026-05-24 | night     | doctor               | Oncology                |                   1 |
| Endocrinology    | 2026-05-24 | night     | nurse                | nurse                   |                   6 |
| Gastroenterology | 2026-05-18 | afternoon | administrative staff | Billing Specialist      |                   1 |
| Gastroenterology | 2026-05-18 | afternoon | administrative staff | HR Officer              |                   1 |
| Gastroenterology | 2026-05-18 | afternoon | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-18 | afternoon | doctor               | Neurology               |                   1 |
| Gastroenterology | 2026-05-18 | afternoon | nurse                | head nurse              |                   1 |
| Gastroenterology | 2026-05-18 | afternoon | nurse                | nurse                   |                   3 |
| Gastroenterology | 2026-05-18 | afternoon | nurse                | nursing assistant       |                   2 |
| Gastroenterology | 2026-05-18 | morning   | administrative staff | Appointment Scheduler   |                   1 |
| Gastroenterology | 2026-05-18 | morning   | administrative staff | Inventory Manager       |                   1 |
| Gastroenterology | 2026-05-18 | morning   | doctor               | Dermatology             |                   1 |
| Gastroenterology | 2026-05-18 | morning   | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-18 | morning   | nurse                | nurse                   |                   6 |
| Gastroenterology | 2026-05-18 | night     | administrative staff | Appointment Scheduler   |                   1 |
| Gastroenterology | 2026-05-18 | night     | administrative staff | Inventory Manager       |                   1 |
| Gastroenterology | 2026-05-18 | night     | doctor               | Dermatology             |                   1 |
| Gastroenterology | 2026-05-18 | night     | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-18 | night     | nurse                | nurse                   |                   6 |
| Gastroenterology | 2026-05-19 | afternoon | administrative staff | Appointment Scheduler   |                   1 |
| Gastroenterology | 2026-05-19 | afternoon | administrative staff | Inventory Manager       |                   1 |
| Gastroenterology | 2026-05-19 | afternoon | doctor               | Dermatology             |                   1 |
| Gastroenterology | 2026-05-19 | afternoon | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-19 | afternoon | nurse                | nurse                   |                   6 |
| Gastroenterology | 2026-05-19 | morning   | administrative staff | Billing Specialist      |                   1 |
| Gastroenterology | 2026-05-19 | morning   | administrative staff | HR Officer              |                   1 |
| Gastroenterology | 2026-05-19 | morning   | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-19 | morning   | doctor               | Neurology               |                   1 |
| Gastroenterology | 2026-05-19 | morning   | nurse                | head nurse              |                   1 |
| Gastroenterology | 2026-05-19 | morning   | nurse                | nurse                   |                   3 |
| Gastroenterology | 2026-05-19 | morning   | nurse                | nursing assistant       |                   2 |
| Gastroenterology | 2026-05-19 | night     | administrative staff | Billing Specialist      |                   1 |
| Gastroenterology | 2026-05-19 | night     | administrative staff | HR Officer              |                   1 |
| Gastroenterology | 2026-05-19 | night     | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-19 | night     | doctor               | Neurology               |                   1 |
| Gastroenterology | 2026-05-19 | night     | nurse                | head nurse              |                   1 |
| Gastroenterology | 2026-05-19 | night     | nurse                | nurse                   |                   3 |
| Gastroenterology | 2026-05-19 | night     | nurse                | nursing assistant       |                   2 |
| Gastroenterology | 2026-05-20 | afternoon | administrative staff | Billing Specialist      |                   1 |
| Gastroenterology | 2026-05-20 | afternoon | administrative staff | HR Officer              |                   1 |
| Gastroenterology | 2026-05-20 | afternoon | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-20 | afternoon | doctor               | Neurology               |                   1 |
| Gastroenterology | 2026-05-20 | afternoon | nurse                | head nurse              |                   1 |
| Gastroenterology | 2026-05-20 | afternoon | nurse                | nurse                   |                   3 |
| Gastroenterology | 2026-05-20 | afternoon | nurse                | nursing assistant       |                   2 |
| Gastroenterology | 2026-05-20 | morning   | administrative staff | Appointment Scheduler   |                   1 |
| Gastroenterology | 2026-05-20 | morning   | administrative staff | Inventory Manager       |                   1 |
| Gastroenterology | 2026-05-20 | morning   | doctor               | Dermatology             |                   1 |
| Gastroenterology | 2026-05-20 | morning   | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-20 | morning   | nurse                | nurse                   |                   6 |
| Gastroenterology | 2026-05-20 | night     | administrative staff | Appointment Scheduler   |                   1 |
| Gastroenterology | 2026-05-20 | night     | administrative staff | Inventory Manager       |                   1 |
| Gastroenterology | 2026-05-20 | night     | doctor               | Dermatology             |                   1 |
| Gastroenterology | 2026-05-20 | night     | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-20 | night     | nurse                | nurse                   |                   6 |
| Gastroenterology | 2026-05-21 | afternoon | administrative staff | Appointment Scheduler   |                   1 |
| Gastroenterology | 2026-05-21 | afternoon | administrative staff | Inventory Manager       |                   1 |
| Gastroenterology | 2026-05-21 | afternoon | doctor               | Dermatology             |                   1 |
| Gastroenterology | 2026-05-21 | afternoon | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-21 | afternoon | nurse                | nurse                   |                   6 |
| Gastroenterology | 2026-05-21 | morning   | administrative staff | Billing Specialist      |                   1 |
| Gastroenterology | 2026-05-21 | morning   | administrative staff | HR Officer              |                   1 |
| Gastroenterology | 2026-05-21 | morning   | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-21 | morning   | doctor               | Neurology               |                   1 |
| Gastroenterology | 2026-05-21 | morning   | nurse                | head nurse              |                   1 |
| Gastroenterology | 2026-05-21 | morning   | nurse                | nurse                   |                   3 |
| Gastroenterology | 2026-05-21 | morning   | nurse                | nursing assistant       |                   2 |
| Gastroenterology | 2026-05-21 | night     | administrative staff | Billing Specialist      |                   1 |
| Gastroenterology | 2026-05-21 | night     | administrative staff | HR Officer              |                   1 |
| Gastroenterology | 2026-05-21 | night     | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-21 | night     | doctor               | Neurology               |                   1 |
| Gastroenterology | 2026-05-21 | night     | nurse                | head nurse              |                   1 |
| Gastroenterology | 2026-05-21 | night     | nurse                | nurse                   |                   3 |
| Gastroenterology | 2026-05-21 | night     | nurse                | nursing assistant       |                   2 |
| Gastroenterology | 2026-05-22 | afternoon | administrative staff | Billing Specialist      |                   1 |
| Gastroenterology | 2026-05-22 | afternoon | administrative staff | HR Officer              |                   1 |
| Gastroenterology | 2026-05-22 | afternoon | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-22 | afternoon | doctor               | Neurology               |                   1 |
| Gastroenterology | 2026-05-22 | afternoon | nurse                | head nurse              |                   1 |
| Gastroenterology | 2026-05-22 | afternoon | nurse                | nurse                   |                   3 |
| Gastroenterology | 2026-05-22 | afternoon | nurse                | nursing assistant       |                   2 |
| Gastroenterology | 2026-05-22 | morning   | administrative staff | Appointment Scheduler   |                   1 |
| Gastroenterology | 2026-05-22 | morning   | administrative staff | Inventory Manager       |                   1 |
| Gastroenterology | 2026-05-22 | morning   | doctor               | Dermatology             |                   1 |
| Gastroenterology | 2026-05-22 | morning   | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-22 | morning   | nurse                | nurse                   |                   6 |
| Gastroenterology | 2026-05-22 | night     | administrative staff | Appointment Scheduler   |                   1 |
| Gastroenterology | 2026-05-22 | night     | administrative staff | Inventory Manager       |                   1 |
| Gastroenterology | 2026-05-22 | night     | doctor               | Dermatology             |                   1 |
| Gastroenterology | 2026-05-22 | night     | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-22 | night     | nurse                | nurse                   |                   6 |
| Gastroenterology | 2026-05-23 | afternoon | administrative staff | Appointment Scheduler   |                   1 |
| Gastroenterology | 2026-05-23 | afternoon | administrative staff | Inventory Manager       |                   1 |
| Gastroenterology | 2026-05-23 | afternoon | doctor               | Dermatology             |                   1 |
| Gastroenterology | 2026-05-23 | afternoon | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-23 | afternoon | nurse                | nurse                   |                   6 |
| Gastroenterology | 2026-05-23 | morning   | administrative staff | Billing Specialist      |                   1 |
| Gastroenterology | 2026-05-23 | morning   | administrative staff | HR Officer              |                   1 |
| Gastroenterology | 2026-05-23 | morning   | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-23 | morning   | doctor               | Neurology               |                   1 |
| Gastroenterology | 2026-05-23 | morning   | nurse                | head nurse              |                   1 |
| Gastroenterology | 2026-05-23 | morning   | nurse                | nurse                   |                   3 |
| Gastroenterology | 2026-05-23 | morning   | nurse                | nursing assistant       |                   2 |
| Gastroenterology | 2026-05-23 | night     | administrative staff | Billing Specialist      |                   1 |
| Gastroenterology | 2026-05-23 | night     | administrative staff | HR Officer              |                   1 |
| Gastroenterology | 2026-05-23 | night     | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-23 | night     | doctor               | Neurology               |                   1 |
| Gastroenterology | 2026-05-23 | night     | nurse                | head nurse              |                   1 |
| Gastroenterology | 2026-05-23 | night     | nurse                | nurse                   |                   3 |
| Gastroenterology | 2026-05-23 | night     | nurse                | nursing assistant       |                   2 |
| Gastroenterology | 2026-05-24 | afternoon | administrative staff | Billing Specialist      |                   1 |
| Gastroenterology | 2026-05-24 | afternoon | administrative staff | HR Officer              |                   1 |
| Gastroenterology | 2026-05-24 | afternoon | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-24 | afternoon | doctor               | Neurology               |                   1 |
| Gastroenterology | 2026-05-24 | afternoon | nurse                | head nurse              |                   1 |
| Gastroenterology | 2026-05-24 | afternoon | nurse                | nurse                   |                   3 |
| Gastroenterology | 2026-05-24 | afternoon | nurse                | nursing assistant       |                   2 |
| Gastroenterology | 2026-05-24 | morning   | administrative staff | Appointment Scheduler   |                   1 |
| Gastroenterology | 2026-05-24 | morning   | administrative staff | Inventory Manager       |                   1 |
| Gastroenterology | 2026-05-24 | morning   | doctor               | Dermatology             |                   1 |
| Gastroenterology | 2026-05-24 | morning   | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-24 | morning   | nurse                | nurse                   |                   6 |
| Gastroenterology | 2026-05-24 | night     | administrative staff | Appointment Scheduler   |                   1 |
| Gastroenterology | 2026-05-24 | night     | administrative staff | Inventory Manager       |                   1 |
| Gastroenterology | 2026-05-24 | night     | doctor               | Dermatology             |                   1 |
| Gastroenterology | 2026-05-24 | night     | doctor               | Gastroenterology        |                   2 |
| Gastroenterology | 2026-05-24 | night     | nurse                | nurse                   |                   6 |
| Gynecology       | 2026-05-18 | afternoon | administrative staff | Billing Specialist      |                   1 |
| Gynecology       | 2026-05-18 | afternoon | administrative staff | HR Officer              |                   1 |
| Gynecology       | 2026-05-18 | afternoon | doctor               | Anesthesiology          |                   1 |
| Gynecology       | 2026-05-18 | afternoon | doctor               | Gynecology              |                   1 |
| Gynecology       | 2026-05-18 | afternoon | doctor               | Psychiatry              |                   1 |
| Gynecology       | 2026-05-18 | afternoon | nurse                | head nurse              |                   1 |
| Gynecology       | 2026-05-18 | afternoon | nurse                | nurse                   |                   3 |
| Gynecology       | 2026-05-18 | afternoon | nurse                | nursing assistant       |                   2 |
| Gynecology       | 2026-05-18 | morning   | administrative staff | Appointment Scheduler   |                   1 |
| Gynecology       | 2026-05-18 | morning   | administrative staff | Inventory Manager       |                   1 |
| Gynecology       | 2026-05-18 | morning   | doctor               | Cardiology              |                   1 |
| Gynecology       | 2026-05-18 | morning   | doctor               | Gynecology              |                   2 |
| Gynecology       | 2026-05-18 | morning   | nurse                | nurse                   |                   6 |
| Gynecology       | 2026-05-18 | night     | administrative staff | Appointment Scheduler   |                   1 |
| Gynecology       | 2026-05-18 | night     | administrative staff | Inventory Manager       |                   1 |
| Gynecology       | 2026-05-18 | night     | doctor               | Cardiology              |                   1 |
| Gynecology       | 2026-05-18 | night     | doctor               | Gynecology              |                   2 |
| Gynecology       | 2026-05-18 | night     | nurse                | nurse                   |                   6 |
| Gynecology       | 2026-05-19 | afternoon | administrative staff | Appointment Scheduler   |                   1 |
| Gynecology       | 2026-05-19 | afternoon | administrative staff | Inventory Manager       |                   1 |
| Gynecology       | 2026-05-19 | afternoon | doctor               | Cardiology              |                   1 |
| Gynecology       | 2026-05-19 | afternoon | doctor               | Gynecology              |                   2 |
| Gynecology       | 2026-05-19 | afternoon | nurse                | nurse                   |                   6 |
| Gynecology       | 2026-05-19 | morning   | administrative staff | Billing Specialist      |                   1 |
| Gynecology       | 2026-05-19 | morning   | administrative staff | HR Officer              |                   1 |
| Gynecology       | 2026-05-19 | morning   | doctor               | Anesthesiology          |                   1 |
| Gynecology       | 2026-05-19 | morning   | doctor               | Gynecology              |                   1 |
| Gynecology       | 2026-05-19 | morning   | doctor               | Psychiatry              |                   1 |
| Gynecology       | 2026-05-19 | morning   | nurse                | head nurse              |                   1 |
| Gynecology       | 2026-05-19 | morning   | nurse                | nurse                   |                   3 |
| Gynecology       | 2026-05-19 | morning   | nurse                | nursing assistant       |                   2 |
| Gynecology       | 2026-05-19 | night     | administrative staff | Billing Specialist      |                   1 |
| Gynecology       | 2026-05-19 | night     | administrative staff | HR Officer              |                   1 |
| Gynecology       | 2026-05-19 | night     | doctor               | Anesthesiology          |                   1 |
| Gynecology       | 2026-05-19 | night     | doctor               | Gynecology              |                   1 |
| Gynecology       | 2026-05-19 | night     | doctor               | Psychiatry              |                   1 |
| Gynecology       | 2026-05-19 | night     | nurse                | head nurse              |                   1 |
| Gynecology       | 2026-05-19 | night     | nurse                | nurse                   |                   3 |
| Gynecology       | 2026-05-19 | night     | nurse                | nursing assistant       |                   2 |
| Gynecology       | 2026-05-20 | afternoon | administrative staff | Billing Specialist      |                   1 |
| Gynecology       | 2026-05-20 | afternoon | administrative staff | HR Officer              |                   1 |
| Gynecology       | 2026-05-20 | afternoon | doctor               | Anesthesiology          |                   1 |
| Gynecology       | 2026-05-20 | afternoon | doctor               | Gynecology              |                   1 |
| Gynecology       | 2026-05-20 | afternoon | doctor               | Psychiatry              |                   1 |
| Gynecology       | 2026-05-20 | afternoon | nurse                | head nurse              |                   1 |
| Gynecology       | 2026-05-20 | afternoon | nurse                | nurse                   |                   3 |
| Gynecology       | 2026-05-20 | afternoon | nurse                | nursing assistant       |                   2 |
| Gynecology       | 2026-05-20 | morning   | administrative staff | Appointment Scheduler   |                   1 |
| Gynecology       | 2026-05-20 | morning   | administrative staff | Inventory Manager       |                   1 |
| Gynecology       | 2026-05-20 | morning   | doctor               | Cardiology              |                   1 |
| Gynecology       | 2026-05-20 | morning   | doctor               | Gynecology              |                   2 |
| Gynecology       | 2026-05-20 | morning   | nurse                | nurse                   |                   6 |
| Gynecology       | 2026-05-20 | night     | administrative staff | Appointment Scheduler   |                   1 |
| Gynecology       | 2026-05-20 | night     | administrative staff | Inventory Manager       |                   1 |
| Gynecology       | 2026-05-20 | night     | doctor               | Cardiology              |                   1 |
| Gynecology       | 2026-05-20 | night     | doctor               | Gynecology              |                   2 |
| Gynecology       | 2026-05-20 | night     | nurse                | nurse                   |                   6 |
| Gynecology       | 2026-05-21 | afternoon | administrative staff | Appointment Scheduler   |                   1 |
| Gynecology       | 2026-05-21 | afternoon | administrative staff | Inventory Manager       |                   1 |
| Gynecology       | 2026-05-21 | afternoon | doctor               | Cardiology              |                   1 |
| Gynecology       | 2026-05-21 | afternoon | doctor               | Gynecology              |                   2 |
| Gynecology       | 2026-05-21 | afternoon | nurse                | nurse                   |                   6 |
| Gynecology       | 2026-05-21 | morning   | administrative staff | Billing Specialist      |                   1 |
| Gynecology       | 2026-05-21 | morning   | administrative staff | HR Officer              |                   1 |
| Gynecology       | 2026-05-21 | morning   | doctor               | Anesthesiology          |                   1 |
| Gynecology       | 2026-05-21 | morning   | doctor               | Gynecology              |                   1 |
| Gynecology       | 2026-05-21 | morning   | doctor               | Psychiatry              |                   1 |
| Gynecology       | 2026-05-21 | morning   | nurse                | head nurse              |                   1 |
| Gynecology       | 2026-05-21 | morning   | nurse                | nurse                   |                   3 |
| Gynecology       | 2026-05-21 | morning   | nurse                | nursing assistant       |                   2 |
| Gynecology       | 2026-05-21 | night     | administrative staff | Billing Specialist      |                   1 |
| Gynecology       | 2026-05-21 | night     | administrative staff | HR Officer              |                   1 |
| Gynecology       | 2026-05-21 | night     | doctor               | Anesthesiology          |                   1 |
| Gynecology       | 2026-05-21 | night     | doctor               | Gynecology              |                   1 |
| Gynecology       | 2026-05-21 | night     | doctor               | Psychiatry              |                   1 |
| Gynecology       | 2026-05-21 | night     | nurse                | head nurse              |                   1 |
| Gynecology       | 2026-05-21 | night     | nurse                | nurse                   |                   3 |
| Gynecology       | 2026-05-21 | night     | nurse                | nursing assistant       |                   2 |
